datetime,symbol,open,high,low,close,adjusted,top_ten_marketcap,candle,bb_upper,bb_middle,bb_lower,stoch_k,stoch_d,short_ema,long_ema
2021-10-05 23:30:00,EIGHTCAP:CRYPTO10,28610.0,28610.0,28532.5,28602.5,28588,-0.0020595524836806156,-7.5,29117.04121507832,28823.75,28530.45878492168,12.612612612612612,14.50541982718174,28714.947150331347,28725.931770286705
2021-10-06 00:00:00,EIGHTCAP:CRYPTO10,28602.5,28770.0,28540.0,28677.5,28647,0.0020638029942632308,75.0,29114.41501203754,28825.625,28536.83498796246,29.743589743589745,17.651760232405394,28708.137580964405,28721.262099747102
2021-10-06 00:30:00,EIGHTCAP:CRYPTO10,28677.5,28725.0,28572.5,28725.0,28675,0.0009774147380179343,47.5,29113.994635729883,28821.875,28529.755364270117,39.48717948717949,27.281127281127283,28711.203842491068,28721.622074212017
2021-10-06 01:00:00,EIGHTCAP:CRYPTO10,28725.0,28765.0,28700.0,28765.0,28738,0.0021970357454228484,40.0,29102.849935172424,28813.875,28524.900064827576,47.69230769230769,38.97435897435897,28720.985920385687,28725.795090990923
2021-10-06 01:30:00,EIGHTCAP:CRYPTO10,28765.0,28820.0,28697.5,28735.0,28754,0.0005567541234601237,-30.0,29090.445818431217,28804.375,28518.304181568783,43.78378378378379,43.65442365442366,28723.53413911872,28726.679763836073
2021-10-06 02:00:00,EIGHTCAP:CRYPTO10,28717.5,28717.5,28462.5,28462.5,28590,-0.0057035542880991,-255.0,29078.726896809,28775.75,28472.773103191,0.0,30.492030492030494,28676.070273726946,28701.311849477526
2021-10-06 02:30:00,EIGHTCAP:CRYPTO10,28462.5,28572.5,28400.0,28510.0,28486,-0.003637635536900996,47.5,29032.163585727227,28746.5,28460.836414272773,23.036649214659686,22.273477666147826,28645.87405820956,28682.9555394044
2021-10-06 03:00:00,EIGHTCAP:CRYPTO10,28505.0,28542.5,28010.0,28082.5,28285,-0.00705609773221938,-422.5,29101.241927634444,28703.375,28305.508072365556,8.787878787878787,10.608176000846157,28543.437914039223,28625.382992177132
2021-10-06 03:30:00,EIGHTCAP:CRYPTO10,28082.5,28082.5,27745.0,27895.0,27951,-0.011808378999469737,-187.5,29182.06349299264,28654.0,28125.93650700736,13.761467889908257,15.195331964148911,28425.53587639951,28555.397837720633
2021-10-06 04:00:00,EIGHTCAP:CRYPTO10,27895.0,27900.0,27707.5,27725.0,27806,-0.00518764981574904,-170.0,29245.25424713081,28592.625,27939.99575286919,1.5521064301552108,8.033817702647418,28298.16197361033,28475.875539204484
2021-10-06 04:30:00,EIGHTCAP:CRYPTO10,27725.0,27860.0,27645.0,27787.5,27754,-0.001870099978421913,62.5,29253.452236217137,28533.625,27813.797763782863,12.127659574468085,9.14707796484385,28205.31210938806,28409.988534399025
2021-10-06 05:00:00,EIGHTCAP:CRYPTO10,27787.5,28017.5,27762.5,27970.0,27884,0.0046840095121423175,182.5,29230.051920441947,28488.0,27745.948079558053,27.659574468085108,13.779780157569467,28162.527247754133,28367.895603205765
2021-10-06 05:30:00,EIGHTCAP:CRYPTO10,27970.0,28152.5,27942.5,28037.5,28025,0.0050566633194664146,67.5,29190.31246975419,28446.0,27701.68753024581,33.40425531914894,24.39716312056738,28139.79465496708,28336.300825982227
2021-10-06 06:00:00,EIGHTCAP:CRYPTO10,28037.5,28192.5,27945.0,28135.0,28077,0.0018554861730597505,97.5,29170.169691650895,28420.125,27670.080308349105,41.702127659574465,34.255319148936174,28138.922888037236,28317.058495010442
2021-10-06 06:30:00,EIGHTCAP:CRYPTO10,28135.0,28135.0,27992.5,28015.0,28069,-0.00028493072621715854,-120.0,29134.271680682294,28382.375,27630.478319317706,31.48936170212766,35.53191489361702,28116.391211057133,28288.194901043855
2021-10-06 07:00:00,EIGHTCAP:CRYPTO10,28015.0,28550.0,27987.5,28510.0,28265,0.006982792404431892,495.0,29111.13013178376,28372.375,27633.61986821624,73.61702127659574,48.936170212765965,28187.95707636153,28309.38303465161
2021-10-06 07:30:00,EIGHTCAP:CRYPTO10,28510.0,28657.5,28467.5,28655.0,28572,0.010861489474615293,145.0,29086.21999538919,28364.375,27642.53000461081,85.95744680851064,63.68794326241135,28272.874584111934,28342.38890975919
2021-10-06 08:00:00,EIGHTCAP:CRYPTO10,28655.0,29480.0,28600.0,29480.0,29053,0.016834663306733777,825.0,29272.911623612737,28404.125,27535.338376387263,100.0,86.52482269503547,28492.353227789095,28451.000700065524
2021-10-06 08:30:00,EIGHTCAP:CRYPTO10,29480.0,29700.0,29325.0,29360.0,29466,0.014215399442398358,-120.0,29398.17335092392,28437.0,27475.82664907608,83.45498783454988,89.80414488102018,28650.107948139,28537.76567613044
2021-10-06 09:00:00,EIGHTCAP:CRYPTO10,29360.0,29485.0,29277.5,29450.0,29393,-0.0024774316160999232,90.0,29540.207604075364,28479.0,27417.792395924636,87.8345498783455,90.42984590429846,28795.543441251102,28624.820896258734
2021-10-06 09:30:00,EIGHTCAP:CRYPTO10,29442.5,29625.0,29410.0,29625.0,29525,0.004490865171979719,182.5,29708.44279624487,28530.125,27351.80720375513,96.35036496350365,89.21330089213302,28946.354212156253,28720.250367628327
2021-10-06 10:00:00,EIGHTCAP:CRYPTO10,29625.0,29750.0,29562.5,29745.0,29670,0.0049110922946655755,120.0,29880.64504322296,28583.5,27286.35495677704,99.7624703087886,94.64912838354591,29091.562921263136,28818.007133903368
2021-10-06 10:30:00,EIGHTCAP:CRYPTO10,29745.0,29845.0,29655.0,29777.5,29755,0.0028648466464442635,32.5,30038.566925807685,28636.125,27233.683074192315,96.93181818181819,97.68155115137013,29216.279023634786,28909.52425290799
2021-10-06 11:00:00,EIGHTCAP:CRYPTO10,29777.5,29830.0,29585.0,29637.5,29707,-0.0016131742564274854,-140.0,30151.63287935091,28679.75,27207.86712064909,90.56818181818181,95.7541567695962,29292.86479129394,28978.949201131567
2021-10-06 11:30:00,EIGHTCAP:CRYPTO10,29637.5,29755.0,29587.5,29755.0,29683,-0.0008078903962028816,117.5,30279.377660730286,28730.75,27182.122339269714,95.6782713085234,94.39275710284114,29376.889496410357,29052.949380809925
2021-10-06 12:00:00,EIGHTCAP:CRYPTO10,29755.0,29755.0,29550.0,29550.0,29652,-0.0010443688306438492,-205.0,30370.037810983955,28785.125,27200.212189016045,84.4940867279895,90.24684661823159,29408.36417073013,29100.340018831397
2021-10-06 12:30:00,EIGHTCAP:CRYPTO10,29550.0,29680.0,29540.0,29587.5,29589,-0.0021246458923512845,37.5,30457.434428699544,28839.0,27220.565571300456,86.44736842105263,88.87324215252185,29440.934353089808,29146.78274306032
2021-10-06 13:00:00,EIGHTCAP:CRYPTO10,29587.5,29701.25,29587.5,29701.25,29644,0.0018587988779614761,113.75,30540.982175144953,28919.9375,27298.892824855047,92.26110363391655,87.73418626098623,29488.264508261196,29199.6370646356
2021-10-06 13:30:00,EIGHTCAP:CRYPTO10,29701.25,29721.25,29567.5,29585.0,29643,-3.373363918501848e-05,-116.25,30575.95965747898,29004.4375,27432.91534252102,86.00269179004037,88.23705461500317,29505.85279090367,29236.368424744946
2021-10-06 14:00:00,EIGHTCAP:CRYPTO10,29585.0,29672.5,29582.5,29672.5,29628,-0.0005060216577269516,87.5,30577.988096413716,29101.8125,27625.636903586284,87.47731397459165,88.58036979951619,29536.152299559122,29277.935612796642
2021-10-06 14:30:00,EIGHTCAP:CRYPTO10,29672.5,29705.0,29630.0,29700.0,29676,0.001620089104900746,27.5,30558.414431192028,29197.4375,27836.460568807972,88.35341365461848,87.2778064730835,29565.94280349376,29318.15922866875
2021-10-06 15:00:00,EIGHTCAP:CRYPTO10,29700.0,29737.5,29632.5,29695.0,29691,0.0005054589567328183,-5.0,30531.03507401246,29283.6875,28036.33992598754,73.568281938326,83.13300318917871,29589.407756655775,29354.070641738952
2021-10-06 15:30:00,EIGHTCAP:CRYPTO10,29695.0,29703.75,29510.0,29510.0,29604,-0.0029301808628877657,-185.0,30460.44031235665,29357.3125,28254.18468764335,40.969162995594715,67.63028619617974,29574.96997851848,29368.92922358148
2021-10-06 16:00:00,EIGHTCAP:CRYPTO10,29490.0,29527.5,29432.5,29527.5,29494,-0.0037157140926902255,37.5,30369.296827419068,29426.9375,28484.578172580932,27.011494252873565,47.18297972893143,29566.3390712791,29384.038716045063
2021-10-06 16:30:00,EIGHTCAP:CRYPTO10,29527.5,29607.5,29510.0,29585.0,29557,0.0021360276666440026,57.5,30174.508573932897,29505.4375,28836.366426067103,36.96969696969697,34.98345140605509,29569.73196807088,29403.18650104153
2021-10-06 17:00:00,EIGHTCAP:CRYPTO10,29585.0,29655.0,29495.0,29532.5,29566,0.00030449639679264173,-52.5,30034.260430181865,29556.5625,29078.864569818135,24.242424242424242,29.40787182166493,29562.96251825217,29415.507087790545
2021-10-06 17:30:00,EIGHTCAP:CRYPTO10,29532.5,29617.5,29500.0,29605.0,29563,-0.00010146790232024028,72.5,29823.31192987392,29604.0625,29384.81307012608,43.39622641509434,34.86944920907185,29570.60569774812,29433.560681078616
2021-10-06 18:00:00,EIGHTCAP:CRYPTO10,29605.0,29712.5,29552.5,29637.5,29626,0.0021310421811047142,32.5,29823.607667639324,29611.9375,29400.267332360676,63.565891472868216,43.73484737679561,29582.768299454772,29452.989947777416
2021-10-06 18:30:00,EIGHTCAP:CRYPTO10,29637.5,29702.5,29575.0,29575.0,29622,-0.00013501653952607828,-62.5,29799.44237598437,29622.6875,29445.93262401563,44.18604651162791,50.382721466530164,29581.355881248834,29464.613457170384
2021-10-06 19:00:00,EIGHTCAP:CRYPTO10,29575.0,29582.5,29275.0,29345.0,29444,-0.006009047329687434,-230.0,29820.124182955264,29617.4375,29414.750817044736,15.135135135135137,40.96235770654376,29538.382081589894,29453.218591048866
2021-10-06 19:30:00,EIGHTCAP:CRYPTO10,29345.0,29345.0,29112.5,29247.5,29262,-0.006181225376986843,-97.5,29860.06030491186,29598.5625,29337.06469508814,21.6,26.973727215587687,29485.49442730222,29433.621507696957
2021-10-06 20:00:00,EIGHTCAP:CRYPTO10,29247.5,29280.0,28942.5,28942.5,29103,-0.0054336682386713075,-305.0,29942.757537790647,29558.4375,29174.117462209353,0.0,12.245045045045051,29386.768163074074,29386.837584091696
2021-10-06 20:30:00,EIGHTCAP:CRYPTO10,28942.5,29162.5,28837.5,29127.5,29017,-0.0029550218190564914,185.0,29940.96514254804,29525.9375,29110.90985745196,32.22222222222222,17.940740740740747,29339.6284952172,29362.133775646842
2021-10-06 21:00:00,EIGHTCAP:CRYPTO10,29127.5,29372.5,29097.5,29337.5,29233,0.007443912189406321,210.0,29930.646731273064,29510.9375,29091.228268726936,55.55555555555556,29.259259259259267,29339.241496074417,29359.78727286054
2021-10-06 21:30:00,EIGHTCAP:CRYPTO10,29337.5,29337.5,29190.0,29202.5,29266,0.001128861218485877,-135.0,29908.083549012266,29483.3125,29058.541450987734,40.55555555555556,42.77777777777778,29314.379405228236,29344.805054819455
2021-10-06 22:00:00,EIGHTCAP:CRYPTO10,29202.5,29267.5,29047.5,29102.5,29155,-0.0037927971024397378,-100.0,29916.915970030783,29460.9375,29004.959029969217,30.28571428571429,42.13227513227513,29275.855876179812,29321.72492945057
2021-10-06 22:30:00,EIGHTCAP:CRYPTO10,29102.5,29240.0,29052.5,29102.5,29124,-0.0010632824558395315,0.0,29915.34810042035,29436.6875,28958.02689957965,30.28571428571429,33.708994708994716,29244.336625412958,29300.843537826375
2021-10-06 23:00:00,EIGHTCAP:CRYPTO10,29102.5,29332.5,29070.0,29317.5,29205,0.0027812113720642184,215.0,29882.06544493926,29417.5,28952.93455506074,54.85714285714286,38.47619047619048,29257.639057346783,29302.43006188468
2021-10-06 23:30:00,EIGHTCAP:CRYPTO10,29317.5,29440.0,29285.0,29335.0,29344,0.0047594589967472345,17.5,29864.009230500043,29405.0,28945.990769499957,56.85714285714286,47.33333333333334,29271.704683448737,29305.53230454628
2021-10-07 00:00:00,EIGHTCAP:CRYPTO10,29335.0,29337.5,29080.0,29187.5,29235,-0.0037145583424209594,-147.5,29831.42522440752,29380.75,28930.07477559248,40.0,50.571428571428584,29256.394740856565,29294.290005457922
2021-10-07 00:30:00,EIGHTCAP:CRYPTO10,29187.5,29295.0,29122.5,29272.5,29219,-0.0005472892081409553,85.0,29786.217368907735,29359.375,28932.532631092265,49.714285714285715,48.85714285714287,29259.32296981473,29292.214578565603
2021-10-07 01:00:00,EIGHTCAP:CRYPTO10,29272.5,29385.0,29247.5,29335.0,29310,0.0031144118552997035,62.5,29737.910904659642,29341.375,28944.839095340358,57.51445086705203,49.07624552711258,29273.082429936825,29296.289715084506
2021-10-07 01:30:00,EIGHTCAP:CRYPTO10,29335.0,29335.0,29137.5,29197.5,29251,-0.0020129648584100712,-137.5,29718.922320597776,29325.75,28932.577679402224,48.322147651006716,51.85029474411483,29259.340169876068,29286.880472053683
2021-10-07 02:00:00,EIGHTCAP:CRYPTO10,29197.5,29350.0,29062.5,29322.5,29233,-0.0006153635773136212,125.0,29697.043265119337,29315.5,28933.956734880663,80.49792531120332,62.11150794308736,29270.82377540254,29290.27303598904
2021-10-07 02:30:00,EIGHTCAP:CRYPTO10,29322.5,29747.5,29322.5,29725.0,29529,0.010125543050661934,402.5,29729.171340209017,29322.5,28915.828659790983,97.52747252747253,75.44918182989419,29353.401271074497,29331.678120979468
2021-10-07 03:00:00,EIGHTCAP:CRYPTO10,29725.0,29822.5,29700.0,29747.5,29748,0.007416438077821885,22.5,29773.292163051665,29333.25,28893.207836948335,92.38578680203045,90.1370615469021,29425.0555856309,29371.282382926707
2021-10-07 03:30:00,EIGHTCAP:CRYPTO10,29747.5,29875.0,29700.0,29842.5,29791,0.0014454753260724207,95.0,29826.885682562606,29345.125,28863.364317437394,96.07250755287009,95.32858896079104,29500.954570240447,29416.16248453525
2021-10-07 04:00:00,EIGHTCAP:CRYPTO10,29842.5,29907.5,29525.0,29525.0,29700,-0.0030546138095397524,-317.5,29809.367282493604,29339.5,28869.632717506396,55.52325581395349,81.32718338961801,29505.32646656879,29426.52842890038
2021-10-07 04:30:00,EIGHTCAP:CRYPTO10,29525.0,29645.0,29357.5,29630.0,29539,-0.005420875420875437,105.0,29818.520876044768,29342.25,28865.979123955232,67.73255813953489,73.1094405021195,29527.99438177385,29445.907463166895
2021-10-07 05:00:00,EIGHTCAP:CRYPTO10,29637.5,29680.0,29472.5,29472.5,29565,0.0008801922881613855,-165.0,29828.450831888404,29348.625,28868.799168111596,49.122807017543856,57.45954032367742,29517.90449416559,29448.44017906628
2021-10-07 05:30:00,EIGHTCAP:CRYPTO10,29472.5,29512.5,29357.5,29422.5,29441,-0.004194148486385885,-50.0,29835.81675524083,29357.375,28878.93324475917,42.60355029585799,53.152971817645586,29500.558222480806,29445.969603439997
2021-10-07 06:00:00,EIGHTCAP:CRYPTO10,29422.5,29650.0,29422.5,29500.0,29498,0.001936075540912352,77.5,29825.342394605388,29385.25,28945.157605394612,51.77514792899408,47.83383508079865,29500.45672748421,29451.115510742686
2021-10-07 06:30:00,EIGHTCAP:CRYPTO10,29500.0,29747.5,29500.0,29735.0,29620,0.00413587361855039,235.0,29864.58249124767,29415.625,28966.66750875233,79.58579881656804,57.98816568047338,29543.100958880856,29478.152866784203
2021-10-07 07:00:00,EIGHTCAP:CRYPTO10,29735.0,29762.5,29515.0,29515.0,29631,0.0003713706954759921,-220.0,29873.972205100523,29424.5,28975.027794899477,53.55029585798816,61.6370808678501,29537.99169362684,29481.66220423522
2021-10-07 07:30:00,EIGHTCAP:CRYPTO10,29482.5,29687.5,29410.0,29577.5,29539,-0.003104856400391487,95.0,29884.948575477647,29443.25,29001.551424522353,60.946745562130175,64.69428007889547,29545.175022061718,29490.789817307683
2021-10-07 08:00:00,EIGHTCAP:CRYPTO10,29577.5,29677.5,29470.0,29612.5,29584,0.001523409729510039,35.0,29885.818402820943,29468.75,29051.681597179057,65.08875739644971,59.86193293885602,29557.415927146143,29502.3814976211
2021-10-07 08:30:00,EIGHTCAP:CRYPTO10,29612.5,29945.0,29612.5,29935.0,29776,0.006489994591671211,322.5,29939.533524875973,29510.375,29081.216475124027,98.86685552407933,74.96745282755307,29626.067576777677,29543.584013390984
2021-10-07 09:00:00,EIGHTCAP:CRYPTO10,29967.5,29967.5,29757.5,29757.5,29862,0.0028882321332617256,-210.0,29965.000019959287,29532.375,29099.749980040713,67.44186046511628,77.13249112854845,29649.96438100611,29563.957301655653
2021-10-07 09:30:00,EIGHTCAP:CRYPTO10,29757.5,29790.0,29207.5,29357.5,29528,-0.011184783336682047,-400.0,29964.076113450017,29533.5,29102.923886549983,19.736842105263158,62.01518603148626,29596.789038993724,29544.294407086018
2021-10-07 10:00:00,EIGHTCAP:CRYPTO10,29357.5,29622.5,29320.0,29542.5,29460,-0.002302898943375764,185.0,29949.851172523213,29551.25,29152.648827476787,44.07894736842105,43.75254997960017,29586.91830462952,29544.12350885791
2021-10-07 10:30:00,EIGHTCAP:CRYPTO10,29542.5,29667.5,29515.0,29515.0,29560,0.0033944331296673624,-27.5,29940.44568651861,29563.375,29186.30431348139,40.46052631578947,34.75877192982457,29573.842249240475,29541.349807350965
2021-10-07 11:00:00,EIGHTCAP:CRYPTO10,29515.0,29557.5,29265.0,29507.5,29461,-0.003349120433017605,-7.5,29934.693142738473,29572.0,29209.306857261527,39.473684210526315,41.337719298245624,29561.78002210444,29538.12598042414
2021-10-07 11:30:00,EIGHTCAP:CRYPTO10,29507.5,29652.5,29480.0,29602.5,29560,0.0033603747326975686,95.0,29909.25033206032,29592.25,29275.24966793968,51.973684210526315,43.96929824561405,29569.183654449793,29544.256900944933
2021-10-07 12:00:00,EIGHTCAP:CRYPTO10,29602.5,29717.5,29602.5,29687.5,29652,0.0031123139377537967,85.0,29903.207865860964,29610.5,29317.792134139036,63.1578947368421,51.53508771929825,29590.695717278773,29557.899224696914
2021-10-07 12:30:00,EIGHTCAP:CRYPTO10,29687.5,29697.5,29592.5,29642.5,29655,0.00010117361392159019,-45.0,29894.579400236755,29606.375,29318.170599763245,57.23684210526315,57.456140350877206,29600.114677774138,29565.95650756874
2021-10-07 13:00:00,EIGHTCAP:CRYPTO10,29642.5,29657.5,29545.0,29545.0,29597,-0.001955825324565841,-97.5,29877.72870817867,29596.25,29314.77129182133,44.40789473684211,54.9342105263158,29590.093827269226,29563.96063487369
2021-10-07 13:30:00,EIGHTCAP:CRYPTO10,29545.0,29590.0,29437.5,29532.5,29526,-0.0023988917795721987,-12.5,29838.2537046234,29580.75,29323.2462953766,42.76315789473684,48.13596491228071,29579.62222231074,29560.964363788513
2021-10-07 14:00:00,EIGHTCAP:CRYPTO10,29532.5,29660.0,29497.5,29632.5,29580,0.0018288965657387024,100.0,29843.2163978377,29586.125,29329.0336021623,55.92105263157895,47.69736842105264,29589.236363709126,29567.77732296607
2021-10-07 14:30:00,EIGHTCAP:CRYPTO10,29632.5,29662.5,29575.0,29607.5,29619,0.0013184584178498326,-25.0,29841.479197884364,29585.0,29328.520802115636,52.63157894736842,50.43859649122808,29592.557024853017,29571.560455885592
2021-10-07 15:00:00,EIGHTCAP:CRYPTO10,29607.5,29770.0,29580.0,29757.5,29678,0.001991964617306552,150.0,29861.025818110473,29599.25,29337.474181889527,72.36842105263158,60.30701754385965,29622.54665669862,29589.26907207647
2021-10-07 15:30:00,EIGHTCAP:CRYPTO10,29750.0,29757.5,29712.5,29725.0,29736,0.0019543095895950824,-25.0,29867.979930011927,29614.375,29360.770069988073,68.0921052631579,64.3640350877193,29641.174537299226,29602.19588535543
2021-10-07 16:00:00,EIGHTCAP:CRYPTO10,29725.0,29840.0,29725.0,29840.0,29782,0.0015469464622006601,115.0,29897.949147876025,29631.375,29364.800852123975,100.0,80.15350877192984,29677.324621427208,29624.843988591838
2021-10-07 16:30:00,EIGHTCAP:CRYPTO10,29815.0,29917.5,29780.0,29780.0,29823,0.001376670472097219,-35.0,29904.605068212517,29633.625,29362.644931787483,78.9272030651341,82.33976944276401,29695.992872077044,29639.620806079667
2021-10-07 17:00:00,EIGHTCAP:CRYPTO10,29780.0,29780.0,29477.5,29542.5,29645,-0.005968547765147658,-237.5,29903.71526703349,29635.0,29366.28473296651,42.5287356321839,73.81864623243933,29668.085077153653,29630.37117463702
2021-10-07 17:30:00,EIGHTCAP:CRYPTO10,29542.5,29552.5,29460.0,29552.5,29526,-0.004014167650531308,10.0,29903.820653523806,29633.75,29363.679346476194,44.06130268199234,55.17241379310345,29647.06960858008,29622.954849901074
2021-10-07 18:00:00,EIGHTCAP:CRYPTO10,29532.5,29532.5,29465.0,29497.5,29506,-0.000677369098421754,-35.0,29904.788918244925,29628.0,29351.211081755075,12.5,33.03001277139209,29619.875134292604,29611.006736322597
2021-10-07 18:30:00,EIGHTCAP:CRYPTO10,29497.5,29497.5,29357.5,29437.5,29447,-0.00199959330305699,-60.0,29851.73098184791,29603.125,29354.51901815209,14.285714285714285,23.61567232256888,29586.716018966483,29594.482244407274
2021-10-07 19:00:00,EIGHTCAP:CRYPTO10,29437.5,29600.0,29335.0,29592.5,29491,0.0014942099364960715,155.0,29832.624730200823,29594.875,29357.125269799177,44.20600858369099,23.6639076231351,29587.767651881673,29594.293458803517
2021-10-07 19:30:00,EIGHTCAP:CRYPTO10,29587.5,29655.0,29552.5,29637.5,29608,0.003967312061306849,50.0,29819.15973804028,29608.875,29398.59026195972,51.931330472103,36.80768444716943,29596.80989699413,29598.408375813342
2021-10-07 20:00:00,EIGHTCAP:CRYPTO10,29637.5,29690.0,29637.5,29690.0,29663,0.001857606052418248,52.5,29827.078565926357,29616.25,29405.421434073643,60.94420600858369,52.360515021459236,29613.75355208616,29607.13140360663
2021-10-07 20:30:00,EIGHTCAP:CRYPTO10,29690.0,29690.0,29610.0,29662.5,29663,0.0,-27.5,29829.808841063816,29623.625,29417.441158936184,56.22317596566524,56.36623748211732,29622.61654261597,29612.404611995622
2021-10-07 21:00:00,EIGHTCAP:CRYPTO10,29662.5,29690.0,29362.5,29375.0,29522,-0.004753396487206296,-287.5,29846.132230267605,29617.0,29387.867769732395,6.866952789699571,41.344778254649505,29577.595353049335,29589.794615071994
