datetime,open,high,low,close,volume,candle,bb_upper,bb_middle,bb_lower,returns,stoch_k,stoch_d,short_ema,long_ema,short_vama,long_vama,ticker,trading,trend_cnt,dtrend_cnt,profit
2021-03-14 15:00:00,0.3862,0.3925,0.3817,0.3841,9748314.4012,-0.0020999999999999908,0.4451564913413666,0.40657999999999994,0.3680035086586333,-0.005437597099948177,12.881355932203412,12.278719397363488,0.3917735124274199,0.40179391037657725,0.3886800508611026,0.40740823617145344,MATICUSD,SELL,0.0,1.0,0.0
2021-03-14 17:00:00,0.384,0.4,0.38,0.3812,13744295.701200001,-0.0028000000000000247,0.44354848878721453,0.40439499999999995,0.36524151121278536,-0.007550117156990388,9.604519774011305,12.58003766478344,0.3898504275764865,0.39979611665969067,0.386186096375476,0.40506935875149536,MATICUSD,SELL,0.0,2.0,0.0
2021-03-14 19:00:00,0.3812,0.4158,0.3781,0.4147,15355827.5012,0.03350000000000003,0.4416085264851014,0.403725,0.3658414735148986,0.08788037775445967,58.09128630705397,26.859054004422898,0.39436973923119645,0.40123937100163554,0.39114821266091476,0.4056288297665796,MATICUSD,SELL,0.0,0.0,0.0
2021-03-14 21:00:00,0.4145,0.4299,0.4108,0.4181,27189863.001199998,0.0036000000000000476,0.4418914554670108,0.40384000000000003,0.36578854453298926,0.008198697853870396,68.99696048632225,45.56425552246251,0.39868527556673566,0.4028695044479427,0.39802836339015274,0.4070473017652665,MATICUSD,SELL,1.0,0.0,0.0
2021-03-14 23:00:00,0.4182,0.42,0.4035,0.4035,7767238.1012,-0.01469999999999999,0.4400419557980701,0.40293,0.3658180442019299,-0.03491987562784027,53.84615384615391,60.31146687984338,0.39956083662253383,0.402930374605012,0.39806293947462296,0.4066650437273744,MATICUSD,SELL,0.0,0.0,0.0
2021-03-15 01:00:00,0.4035,0.4295,0.385,0.4007,10014202.001199998,-0.0028000000000000247,0.43799478749363324,0.40190000000000003,0.36580521250636683,-0.0069392812887236754,48.95104895104897,57.26472109450838,0.39976798755312526,0.40271532744642885,0.39854209940177665,0.40594752655067085,MATICUSD,SELL,0.0,1.0,0.0
2021-03-15 03:00:00,0.4006,0.4175,0.384,0.3946,8193972.3012,-0.006000000000000005,0.4349846330341277,0.40040000000000003,0.36581536696587236,-0.015223359121537272,38.28671328671332,47.02797202797206,0.3988282409265604,0.40193378956219944,0.39881661891151815,0.4048785530090734,MATICUSD,SELL,0.0,2.0,0.0
2021-03-15 05:00:00,0.3946,0.4076,0.3939,0.3966,4183182.1012,0.0020000000000000018,0.4327091419620681,0.39926500000000004,0.36582085803793196,0.005068423720222981,41.78321678321682,43.006993006993035,0.3984230665178123,0.4014206715895463,0.3998429338667811,0.4039821434412152,MATICUSD,SELL,0.0,0.0,0.0
2021-03-15 07:00:00,0.3972,0.4214,0.3889,0.4208,6876885.5012,0.02360000000000001,0.42673701931531516,0.398175,0.36961298068468484,0.06101865859808364,84.09090909090911,54.720279720279756,0.4024919260259968,0.40328319576931454,0.40243782668260963,0.4007070440630065,MATICUSD,SELL,1.0,0.0,0.0
2021-03-15 09:00:00,0.4207,0.43,0.41,0.4126,12034924.5012,-0.008099999999999996,0.4241614958028188,0.39756,0.37095850419718124,-0.01948669201520914,67.71799628942492,64.53070738785028,0.4043298781961304,0.40417784374835514,0.4049640972891774,0.3998946085147591,MATICUSD,SELL,0.0,0.0,0.0
