datetime,open,high,low,close,volume,candle,bb_upper,bb_middle,bb_lower,returns,stoch_k,stoch_d,short_ema,long_ema,short_vama,long_vama,ticker,trading,trend_cnt,dtrend_cnt,profit
2020-11-30 10:00:00,3.6943,3.7955,3.6943,3.7538,169422.55731999996,0.059499999999999886,3.7889062952632733,3.5545999999999998,3.3202937047367262,0.017952055537476808,88.88326158521149,84.179958159283,3.6567307514654623,3.588888618690785,3.6507480402637933,3.6132588091968567,UNIUSD,SELL,0.0,0.0,0.0
2020-11-30 12:00:00,3.7539,3.768,3.6896,3.7299,98598.71707,-0.023999999999999577,3.8076055433484455,3.57026,3.332914456651555,-0.006366881560019078,82.83109648012163,81.27796066514736,3.6700385973092002,3.6025679853791757,3.6665232251139144,3.622070099481685,UNIUSD,SELL,0.0,0.0,0.0
2020-11-30 14:00:00,3.7358,3.757,3.7,3.7449,81428.11559999999,0.009100000000000108,3.825097113028447,3.5864650000000005,3.347832886971554,0.004021555537681909,85.49848942598187,85.73761583043832,3.683653399363031,3.616351057442259,3.688167483974118,3.6301764497267635,UNIUSD,BUY,0.0,0.0,0.0
2020-11-30 16:00:00,3.745,3.8085,3.707,3.7743,88701.67389,0.029300000000000104,3.842750406895241,3.604455,3.366159593104759,0.007850676920612143,90.87756735129373,86.40238441913242,3.7001382034093577,3.6316220093205773,3.6971314295180333,3.638361166457344,UNIUSD,HOLD,1.0,0.0,0.0
2020-11-30 18:00:00,3.7664,3.7796,3.6683,3.6977,88278.83863,-0.06869999999999976,3.8482670774551733,3.6161450000000004,3.3840229225448275,-0.020295154068304067,64.69088591459537,80.35564756395699,3.69969481438867,3.6380014003541206,3.7042469305282895,3.6446072562349796,UNIUSD,HOLD,0.0,0.0,0.0
2020-11-30 20:00:00,3.7029,3.752,3.688,3.688,44825.8698,-0.014899999999999913,3.8478563297441943,3.6282699999999997,3.408683670255805,-0.00262325229196525,55.682236116219265,70.41689646070279,3.697568173266221,3.6428221406740757,3.716512313756964,3.6513485810469843,UNIUSD,HOLD,0.0,1.0,0.0
2020-11-30 22:00:00,3.6874,3.7366,3.673,3.7304,51314.60321,0.04300000000000015,3.850795755649783,3.6417900000000003,3.4327842443502177,0.011496746203904396,71.27620448694371,63.88310883925279,3.7035383111777125,3.6512562322538358,3.7271679442268546,3.6559912618337376,UNIUSD,HOLD,0.0,0.0,0.0
2020-12-01 00:00:00,3.7318,3.986,3.7318,3.9262,223923.26168999998,0.19440000000000035,3.8923392037398163,3.664965,3.4375907962601837,0.05248766888269363,86.28440366972477,71.08094809096258,3.7440262211896114,3.6777062050272944,3.762669004735928,3.680968234481264,UNIUSD,HOLD,1.0,0.0,0.0
2020-12-01 02:00:00,3.9327,3.9634,3.8734,3.9139,160311.45335,-0.01880000000000015,3.9210020134840105,3.68715,3.4532979865159894,-0.003132800163007543,83.46330275229353,80.34130363632067,3.774914838732051,3.7004065094408656,3.7833774725178824,3.7024053470392144,UNIUSD,HOLD,0.0,0.0,0.0
2020-12-01 04:00:00,3.9132,3.9315,3.7052,3.7294,477974.76362999994,-0.18379999999999974,3.9040917018356867,3.7018,3.4995082981643133,-0.04713968164746163,41.146788990825705,70.29816513761467,3.766638870744875,3.7031906151376055,3.7862969208004884,3.7111307093371786,UNIUSD,HOLD,0.0,1.0,0.0
2020-12-01 06:00:00,3.7336,3.751,3.4111,3.5876,1026251.27007,-0.1459999999999999,3.901151385218156,3.7034600000000006,3.505768614781845,-0.038022201962782165,30.700991476778604,51.770361073299284,3.73408460196652,3.6920997330056102,3.7260991589549435,3.6958896926092506,UNIUSD,HOLD,0.0,2.0,0.0
