datetime,open,high,low,close,volume,candle,bb_upper,bb_middle,bb_lower,returns,stoch_k,stoch_d,short_ema,long_ema,short_vama,long_vama,ticker,trading,trend_cnt,dtrend_cnt,profit
2021-03-21 15:00:00,1.2024,1.2098,1.1933,1.2043,4679445.9912,0.0019000000000000128,1.2801988505109683,1.2261799999999998,1.1721611494890314,0.001996838339296092,45.51148225469719,44.33612745097255,1.2091233335621612,1.222364984791572,1.2049370934270982,1.2286230389128807,ADAUSD,SELL,0.0,0.0,0.0
2021-03-21 17:00:00,1.2042,1.2059,1.1875,1.1885,4169797.9011999993,-0.015700000000000047,1.2758661266244034,1.22241,1.1689538733755966,-0.013119654571120187,29.95689655172395,39.1411907630365,1.2053724115652011,1.2190797780191849,1.2006757562732995,1.2248467532958167,ADAUSD,SELL,0.0,0.0,0.0
2021-03-21 19:00:00,1.1885,1.1891,1.163,1.1783,6421873.801200001,-0.010199999999999987,1.2709295055315686,1.2180499999999999,1.1651704944684311,-0.008582246529238557,20.560747663551236,32.009708823324125,1.2004488393192678,1.2151307675266945,1.1964044567595467,1.2194940659633664,ADAUSD,SELL,0.0,1.0,0.0
2021-03-21 21:00:00,1.1782,1.2022,1.17,1.1929,6495817.4311999995,0.014700000000000157,1.2626325474210542,1.21428,1.1659274525789458,0.01239073241110078,37.61682242990659,29.378155548393924,1.1990760229524002,1.212981433852022,1.195313653418919,1.21574423678186,ADAUSD,SELL,0.0,0.0,0.0
2021-03-21 23:00:00,1.1932,1.2035,1.1917,1.1966,2861776.2412,0.0034000000000000696,1.256367110419495,1.2113749999999999,1.1663828895805048,0.0031016849694023296,49.93045897079293,36.03600968808359,1.1986257564209648,1.2113999152380681,1.195312976612742,1.2126078487766294,ADAUSD,SELL,1.0,0.0,0.0
2021-03-22 01:00:00,1.1966,1.2076,1.193,1.1957,3616375.2712000003,-0.0009000000000001229,1.2479148857037907,1.20825,1.1685851142962094,-0.0007521310379409174,53.92912172573181,47.15880104214377,1.1980937228450306,1.2098861685542794,1.1958183016339758,1.2093316229281335,ADAUSD,SELL,0.0,0.0,0.0
2021-03-22 03:00:00,1.1958,1.1958,1.1734,1.1866,2408914.3912000004,-0.009199999999999875,1.2422338328962497,1.205355,1.1684761671037502,-0.007610604666722365,41.97730956239885,48.61229675297452,1.196003704794628,1.2076436191286577,1.1948259418890215,1.2052597787008401,ADAUSD,SELL,0.0,1.0,0.0
2021-03-22 05:00:00,1.1866,1.2021,1.1858,1.1913,2640956.6512,0.0046999999999999265,1.232869038582485,1.20238,1.171890961417515,0.003960896679588766,49.594813614262605,48.50041496746442,1.1951484019472691,1.2060713402422643,1.1936821931792423,1.2017635786518974,ADAUSD,SELL,0.0,0.0,0.0
2021-03-22 07:00:00,1.1913,1.1914,1.1706,1.1844,6100467.381200001,-0.006900000000000128,1.226580133835375,1.19976,1.1729398661646249,-0.005791991941576535,38.599348534201745,43.39049057028773,1.193193990387895,1.2039885335342966,1.1910900256794965,1.1979851674787514,ADAUSD,SELL,0.0,0.0,0.0
2021-03-22 09:00:00,1.1844,1.1907,1.1767,1.1814,4721309.1612,-0.0029999999999998916,1.2267938779654137,1.1987649999999999,1.170736122034586,-0.002532928064842843,33.713355048859896,40.635839065774746,1.1910494878561846,1.2018194651095904,1.1891749234394773,1.1964507065956491,ADAUSD,SELL,0.0,1.0,0.0
2021-03-22 11:00:00,1.1814,1.1849,1.1705,1.1796,6541671.5912,-0.0018000000000000238,1.2206705162508047,1.196145,1.1716194837491953,-0.001523616048755727,28.08798646362093,33.46689668222752,1.188967651082449,1.199687514619725,1.1862071023990504,1.1924438031020599,ADAUSD,SELL,0.0,2.0,0.0
2021-03-22 13:00:00,1.1793,1.1802,1.1434,1.1523,8349746.4112,-0.026999999999999913,1.2201446204299393,1.192475,1.1648053795700606,-0.023143438453713028,11.882510013351313,24.561283841944043,1.1823005127257302,1.1951439310496024,1.1810179273909072,1.1866079820395152,ADAUSD,SELL,0.0,3.0,0.0
2021-03-22 15:00:00,1.1528,1.1557,1.07,1.1186,18580104.0912,-0.03420000000000001,1.2307978786905478,1.188225,1.1456521213094524,-0.029245856113859325,32.771409305461916,24.24730192747805,1.1707181852793378,1.187809506652279,1.1671036837964308,1.1733998011566271,ADAUSD,SELL,0.0,4.0,0.0
2021-03-22 17:00:00,1.1186,1.1233,1.0904,1.1027,11510969.1312,-0.015900000000000025,1.238125730652041,1.182645,1.1271642693479589,-0.014214196316824634,23.390557939914142,22.68149241957579,1.1583508790334467,1.1796590716594055,1.155966306528358,1.1661812114251415,ADAUSD,SELL,0.0,5.0,0.0
2021-03-22 19:00:00,1.1027,1.1543,1.0939,1.1476,10786453.571199998,0.04489999999999994,1.2371890366163687,1.18011,1.1230309633836313,0.040718237054502504,56.39534883720925,37.519105360861765,1.1563961267508982,1.1765905776642196,1.1532057305586174,1.1644596743290834,ADAUSD,SELL,0.0,0.0,0.0
2021-03-22 21:00:00,1.1468,1.1485,1.1222,1.13,4653781.2012,-0.016800000000000148,1.238548989142088,1.17733,1.116111010857912,-0.015336354130359053,43.60465116279059,41.13018597997132,1.1515967365552735,1.1721333388351374,1.1496644150369637,1.163025941468443,ADAUSD,SELL,0.0,0.0,0.0
2021-03-22 23:00:00,1.13,1.1371,1.1026,1.1088,6182380.5912,-0.021199999999999886,1.2401548991360758,1.17277,1.1053851008639244,-0.018761061946902524,28.197674418604624,42.73255813953481,1.143815386471979,1.1660769545736525,1.1458842977214052,1.1595299916953918,ADAUSD,SELL,0.0,1.0,0.0
2021-03-23 01:00:00,1.1088,1.1304,1.082,1.1296,8494582.2812,0.02079999999999993,1.237110580232788,1.168965,1.100819419767212,0.018759018759018753,43.31395348837202,38.372093023255744,1.1412307367096197,1.162590125201124,1.1426177763340253,1.1567101073406885,ADAUSD,SELL,0.0,0.0,0.0
2021-03-23 03:00:00,1.1285,1.1384,1.1161,1.1381,2332681.5812,0.009599999999999831,1.2323073642357223,1.16546,1.0986126357642776,0.0075247875354107485,49.49127906976734,40.334302325581326,1.1406615057195406,1.160249939304443,1.1377823553097302,1.1549291154079682,ADAUSD,SELL,1.0,0.0,0.0
