datetime,open,high,low,close,volume,candle,bb_upper,bb_middle,bb_lower,returns,stoch_k,stoch_d,short_ema,long_ema,short_vama,long_vama,ticker,trading,trend_cnt,dtrend_cnt,profit
2021-08-15 15:00:00,1.004,1.005,1.003,1.003,154438.02043,-0.001000000000000112,1.004840319640741,1.0033499999999997,1.0018596803592585,-0.0019900497512437276,19.999999999998224,39.99999999999941,1.0035263616223704,1.0034214449867376,1.0035537706967208,1.0034942601176902,USTUSD,SELL,0.0,1.0,0.0
2021-08-15 17:00:00,1.004,1.005,1.003,1.003,131705.71054,-0.001000000000000112,1.0047611140947574,1.0033999999999998,1.0020388859052423,0.0,19.999999999998224,33.33333333333185,1.0034306282443617,1.0033805610491502,1.0034386867853462,1.0035044108101918,USTUSD,SELL,0.0,2.0,0.0
2021-08-15 19:00:00,1.003,1.005,1.003,1.004,23989.46042,0.001000000000000112,1.0048226654823067,1.00345,1.0020773345176932,0.0009970089730808596,40.00000000000089,26.666666666665776,1.0035341780506628,1.003440545949392,1.0036638568561393,1.0035232495761028,USTUSD,BUY,0.0,0.0,0.0
2021-08-15 21:00:00,1.004,1.006,1.003,1.004,89883.03036,0.0,1.0048226654823065,1.0034499999999997,1.002077334517693,0.0,40.00000000000089,33.333333333333336,1.0036188914707067,1.0034946355542138,1.0036557488806561,1.003490463466411,USTUSD,HOLD,1.0,0.0,0.0
2021-08-15 23:00:00,1.004,1.008,1.002,1.004,497636.41042,0.0,1.0048764944032234,1.0034999999999998,1.0021235055967763,0.0,33.33333333333333,37.77777777777837,1.0036881963272786,1.0035434251342386,1.003813753743259,1.0035879440392224,USTUSD,HOLD,2.0,0.0,0.0
2021-08-16 01:00:00,1.004,1.004,1.002,1.003,31167.660219999998,-0.001000000000000112,1.0048764944032236,1.0035,1.0021235055967765,-0.0009960159362550902,16.666666666664817,29.999999999999677,1.0035630514073792,1.003491029437678,1.0038124418934538,1.0035897224860235,USTUSD,HOLD,0.0,0.0,0.0
2021-08-16 03:00:00,1.004,1.004,1.003,1.003,7314.31031,-0.001000000000000112,1.0048764944032236,1.0035,1.0021235055967765,0.0,16.666666666664817,22.22222222222099,1.0034606661645302,1.003443741375631,1.0038254252151337,1.003647230009474,USTUSD,HOLD,0.0,1.0,0.0
2021-08-16 05:00:00,1.004,1.004,1.003,1.004,23494.260409999995,0.0,1.0048764944032236,1.0035,1.0021235055967765,0.0009970089730808596,33.33333333333333,22.22222222222099,1.0035587364698098,1.003497254228787,1.0038498727161163,1.0036236418877664,USTUSD,HOLD,0.0,0.0,0.0
2021-08-16 07:00:00,1.004,1.006,1.002,1.003,247616.26045,-0.001000000000000112,1.0048226654823067,1.00345,1.0020773345176932,-0.0009960159362550902,16.666666666664817,22.22222222222099,1.00345713987707,1.003449463716908,1.0037000840663668,1.0035177799009425,USTUSD,HOLD,0.0,0.0,0.0
2021-08-16 09:00:00,1.004,1.005,1.002,1.004,156767.76055,0.0,1.0048226654823067,1.00345,1.0020773345176932,0.0009970089730808596,33.33333333333333,27.777777777777157,1.0035558481911944,1.0035023290729745,1.0036104544062265,1.003539616638359,USTUSD,HOLD,0.0,0.0,0.0
2021-08-16 11:00:00,1.004,1.005,1.002,1.005,147762.53051,0.0009999999999998899,1.0049611140947576,1.0035999999999998,1.002238885905242,0.0009960159362549792,49.99999999999815,33.3333333333321,1.003818435337466,1.0036460301139665,1.0038107380473262,1.0036450504239158,USTUSD,HOLD,1.0,0.0,0.0
2021-08-16 13:00:00,1.005,1.005,1.002,1.003,148549.73046999998,-0.0020000000000000018,1.0049226654823067,1.00355,1.0021773345176932,-0.0019900497512437276,16.666666666664817,33.3333333333321,1.0036696223791817,1.003584087810489,1.003808389512538,1.0035913731128192,USTUSD,HOLD,0.0,0.0,0.0
2021-08-16 15:00:00,1.004,1.004,1.002,1.003,86843.72065999999,-0.001000000000000112,1.0049226654823067,1.00355,1.0021773345176932,0.0,16.666666666664817,27.777777777775924,1.0035478684822468,1.0035281206315279,1.0037619851110122,1.003697629065809,USTUSD,HOLD,0.0,1.0,0.0
