datetime,open,high,low,close,volume,candle,bb_upper,bb_middle,bb_lower,returns,stoch_k,stoch_d,short_ema,long_ema,short_vama,long_vama,ticker,anomoly,trading,trend_cnt,dtrend_cnt,profit
2020-09-29 13:00:00,1.011757,1.012536,1.010055,1.012111,141823.07608,0.00035399999999996545,1.0125707713006946,1.0105038,1.0084368286993053,0.0011771444059427427,81.63602561454367,67.44769459297144,1.0110419260592793,1.0108036295844391,1.0110662451504586,1.0104274617662974,DAIUSD,1,SELL,0.0,0.0,0.0
2020-09-29 15:00:00,1.011291,1.012761,1.0102,1.011492,101492.5964,0.00020100000000011775,1.012675179956251,1.0105665,1.0084578200437488,-0.000611592997210697,68.84941127866387,69.17992150382277,1.0111237844183762,1.0108704076788346,1.011050101152972,1.0104676789577909,DAIUSD,1,SELL,1.0,0.0,0.0
2020-09-29 17:00:00,1.011492,1.012407,1.0103,1.010898,126290.51577,-0.0005939999999999834,1.0126913275097547,1.0106339,1.0085764724902453,-0.0005872513079687725,53.28888888889222,67.92477526069992,1.0110827217338347,1.0108730796493821,1.0111147396000135,1.0105069999385203,DAIUSD,1,SELL,0.0,0.0,0.0
2020-09-29 19:00:00,1.010319,1.011204,1.01025,1.010761,44315.43245,0.00044200000000005346,1.0126985589009323,1.0106856,1.0086726410990676,-0.0001355230695876397,41.46405228758434,54.53411748504681,1.0110242140821144,1.0108622434709025,1.0111364661176583,1.010539254077316,DAIUSD,1,SELL,0.0,0.0,0.0
2020-09-29 21:00:00,1.010272,1.012381,1.010051,1.010921,97135.82692,0.0006489999999998997,1.012515437516072,1.0108112999999999,1.0091071624839276,0.00015829657060373314,45.647058823530465,46.80000000000234,1.0110054445280179,1.0108679160234577,1.011101771301549,1.010710618987614,DAIUSD,1,BUY,1.0,0.0,0.0
2020-09-29 23:00:00,1.010921,1.012847,1.01,1.011407,93969.6853,0.00048599999999998644,1.0125734749692183,1.0108535,1.0091335250307818,0.0004807497321748233,58.3529411764714,48.4880174291954,1.0110784653004117,1.0109198931564167,1.0111286532748973,1.0107510476226242,DAIUSD,1,HOLD,2.0,0.0,0.0
2020-09-30 01:00:00,1.010709,1.012054,1.010188,1.010884,56033.08585,0.0001749999999998142,1.0125818970581884,1.01086395,1.0091460029418118,-0.0005171014240558103,44.679738562090854,49.559912854030905,1.011043103738843,1.01091643650458,1.011123029489638,1.0107572775787919,DAIUSD,1,HOLD,3.0,0.0,0.0
2020-09-30 03:00:00,1.010884,1.011936,1.009703,1.009708,50201.29986,-0.0011759999999998438,1.0124557519820399,1.01090485,1.00935394801796,-0.0011633382267399739,13.934640522878988,38.98910675381375,1.0108003338204041,1.0108001832324778,1.011135643707581,1.010870682450951,DAIUSD,1,HOLD,0.0,0.0,0.0
2020-09-30 05:00:00,1.009705,1.013415,1.0095,1.010175,79864.29022,0.00046999999999997044,1.012180624866569,1.01098015,1.009779675133431,0.0004625099533726029,23.584905660379878,27.399761581783242,1.0106866276477973,1.0107400976163712,1.0110405544445844,1.011066791399289,DAIUSD,1,HOLD,0.0,0.0,0.0
2020-09-30 07:00:00,1.010177,1.011895,1.01,1.011519,93227.45663,0.0013419999999999543,1.0122160514867575,1.01099545,1.0097748485132425,0.0013304625436187933,55.28301886792717,30.93418835039535,1.0108379780014873,1.0108148918726558,1.0111380830915826,1.0110774099037385,DAIUSD,1,HOLD,1.0,0.0,0.0
2020-09-30 09:00:00,1.010988,1.01195,1.009882,1.011031,136569.25173,4.300000000001525e-05,1.0121347393821345,1.01096135,1.0097879606178657,-0.00048244274205433424,43.77358490566204,40.880503144656366,1.0108730747935615,1.0108356273775694,1.0109792397827595,1.0110093049706712,DAIUSD,1,HOLD,2.0,0.0,0.0
2020-09-30 11:00:00,1.01103,1.011693,1.010006,1.010013,102476.75528,-0.0010170000000000456,1.0120560797028817,1.01087375,1.0096914202971183,-0.0010068929637172541,19.764150943398874,39.60691823899603,1.0107166906926843,1.0107567526725538,1.0107948507375188,1.0109122241144337,DAIUSD,1,HOLD,0.0,0.0,0.0
2020-09-30 13:00:00,1.010013,1.012958,1.009313,1.010042,115066.53854,2.9000000000056758e-05,1.0120651074438376,1.0108686,1.0096720925561624,2.8712501720429273e-05,18.447775628628733,27.328503825896558,1.0105940152511013,1.010688265212245,1.010667759536186,1.0109030111800414,DAIUSD,1,HOLD,0.0,0.0,0.0
2020-09-30 15:00:00,1.010779,1.010884,1.009,1.00934,133678.35206,-0.0014390000000001901,1.0121792804758847,1.0108020999999998,1.009424919524115,-0.0006950206031037798,7.701019252548188,15.304315274858602,1.01036600577711,1.0105591498125934,1.0104730083220812,1.010799879750258,DAIUSD,1,HOLD,0.0,0.0,0.0
2020-09-30 17:00:00,1.009638,1.010378,1.0085,1.009533,167762.20442,-0.00010500000000002174,1.0121520903453924,1.0107043,1.0092565096546076,0.00019121406067346136,21.017293997966654,15.722029626381195,1.010214546539301,1.0104609331651633,1.010291778188887,1.0106737712536382,DAIUSD,1,HOLD,0.0,1.0,0.0
2020-09-30 19:00:00,1.010053,1.01033,1.0088,1.008906,117423.3302,-0.0011470000000000091,1.0122570908072912,1.01060525,1.0089534091927088,-0.00062107925149546,8.260427263481755,12.326246837998871,1.0099766243058421,1.010312175437145,1.010071953527307,1.0105762766091533,DAIUSD,1,HOLD,0.0,2.0,0.0
2020-09-30 21:00:00,1.009565,1.010574,1.0088,1.009431,64303.99694,-0.0001340000000000785,1.0122505898237548,1.01052835,1.008806110176245,0.0005203656237546816,18.94201424211627,16.073245167854896,1.009877418289696,1.0102279111752681,1.0100039453659921,1.0105361309540997,DAIUSD,1,HOLD,0.0,3.0,0.0
2020-09-30 23:00:00,1.009431,1.01059,1.008501,1.008561,64747.92204,-0.0008699999999999264,1.0123751323765215,1.0104418499999999,1.0085085676234782,-0.0008618716881093613,1.2410986775196078,9.481180061039217,1.0096380663574545,1.010068571260101,1.0099374533861885,1.010487955186129,DAIUSD,1,HOLD,0.0,4.0,0.0
2020-10-01 01:00:00,1.008525,1.010287,1.008001,1.009048,77380.57332,0.0005230000000000512,1.0123308381855505,1.0103351,1.0083393618144496,0.00048286618261061953,19.33875138529764,13.173954768311177,1.0095307804091236,1.0099710492405183,1.009863945590845,1.0103583043887416,DAIUSD,1,HOLD,0.0,0.0,0.0
2020-10-01 03:00:00,1.009916,1.0116,1.008671,1.010111,99425.29563,0.00019499999999994522,1.012273076223871,1.0102946000000002,1.0083161237761293,0.001053468219549547,38.973032877725245,19.850960980180833,1.0096362758102784,1.0099844181639757,1.0097262002242218,1.0102789295863865,DAIUSD,1,HOLD,1.0,0.0,0.0
2020-10-01 05:00:00,1.010471,1.010911,1.008101,1.008854,93235.65555,-0.0016169999999999796,1.012014573509632,1.01013175,1.008248926490368,-0.00124441769270911,15.75544883634998,24.689077699790957,1.0094940428187906,1.0098764650121332,1.0094550590372877,1.0100836590977038,DAIUSD,1,HOLD,0.0,0.0,0.0
2020-10-01 07:00:00,1.008851,1.010093,1.007667,1.008259,110832.44382,-0.0005919999999999259,1.0119153053767909,1.0099700999999999,1.0080248946232089,-0.0005897781046612094,10.299234516352469,21.675905410142565,1.0092694882537192,1.0097220398555637,1.0092683972478167,1.0099017935376366,DAIUSD,1,HOLD,0.0,1.0,0.0
2020-10-01 09:00:00,1.008259,1.010754,1.007573,1.00823,184945.86249,-2.9000000000056758e-05,1.0118775564868707,1.0098367,1.0077958435131291,-2.8762450917874105e-05,12.200557103062414,12.75174681858829,1.0090804894767693,1.0095796230216174,1.0090094833523846,1.0096816886374194,DAIUSD,1,HOLD,0.0,2.0,0.0
2020-10-01 11:00:00,1.00801,1.01105,1.007551,1.010619,516801.5536,0.0026089999999998614,1.0118578664000264,1.0098296,1.0078013335999736,0.002369499023040289,56.7412613279061,26.413684315773665,1.00936021976798,1.0096788115626336,1.009412105682557,1.009844981515862,DAIUSD,1,HOLD,0.0,0.0,0.0
2020-10-01 13:00:00,1.009821,1.01125,1.006583,1.008303,398641.7373,-0.0015180000000001304,1.0117678983802536,1.0096987,1.0076295016197463,-0.0022916648113681104,26.980392156861782,31.974070195943437,1.009167997370624,1.0095475421033584,1.0092058180968286,1.0096295071929866,DAIUSD,1,HOLD,0.0,0.0,0.0
2020-10-01 15:00:00,1.007963,1.011943,1.007867,1.010326,263742.07849,0.002363000000000115,1.0115779756076682,1.00964465,1.007711324392332,0.00200634134778932,58.71372549019671,47.47845965832153,1.009378543860086,1.0096218036832147,1.009346008806245,1.009627742895795,DAIUSD,1,HOLD,0.0,0.0,0.0
2020-10-01 17:00:00,1.010326,1.011518,1.009428,1.010692,103981.62545,0.00036599999999986643,1.0115442197258513,1.00963505,1.0077258802741487,0.0003622593103611571,76.66044776119205,54.11818846941685,1.0096173545841072,1.0097238797768913,1.0093961425300586,1.009635102562065,DAIUSD,1,HOLD,1.0,0.0,0.0
2020-10-01 19:00:00,1.010296,1.012484,1.009,1.011428,223965.28119,0.0011319999999999109,1.011792146376319,1.00972105,1.007649953623681,0.0007282139365900608,82.10472801220205,72.49296708786359,1.0099465634243965,1.0098863968095377,1.0095883424990726,1.009730064278112,DAIUSD,1,HOLD,2.0,0.0,0.0
2020-10-01 21:00:00,1.011274,1.0134,1.00886,1.010267,206494.16578,-0.0010069999999999801,1.0118013950685179,1.00972565,1.0076499049314822,-0.001147882004453038,54.04136717030924,70.93551431456778,1.010004824704356,1.00992268915602,1.0096602508211716,1.0097435719128571,DAIUSD,1,HOLD,0.0,0.0,0.0
2020-10-01 23:00:00,1.011908,1.022,1.010086,1.013781,525360.21281,0.0018730000000000135,1.0124920631523087,1.0098387500000001,1.0071854368476916,0.003478288412865238,46.68872024388682,60.944938475466046,1.0106914028445624,1.0102905547325267,1.0101717516399888,1.0100860880174696,DAIUSD,1,HOLD,0.0,0.0,0.0
2020-10-02 01:00:00,1.01379,1.022504,1.013249,1.014398,350102.30627,0.0006079999999999419,1.0133233693624333,1.0100071,1.0066908306375666,0.0006086127082671755,49.08611268136342,49.9387333651865,1.0113653302536045,1.0106821323563393,1.0105760485819855,1.0103058978795487,DAIUSD,1,HOLD,1.0,0.0,0.0
2020-10-02 03:00:00,1.016373,1.019838,1.01012,1.011524,399287.60642,-0.004848999999999881,1.0134676197674157,1.01008265,1.0066976802325842,-0.002833207478721178,31.034482758621074,42.26977189462377,1.0113941793212924,1.0107623829799874,1.0108060316671463,1.010390727569466,DAIUSD,1,HOLD,0.0,0.0,0.0
2020-10-02 05:00:00,1.01124,1.015309,1.010313,1.013057,335776.21606,0.0018170000000001796,1.0138699452315427,1.0102334,1.0065968547684572,0.001515534974948718,40.66327491991747,40.26129011996733,1.0116965105500395,1.010981097330384,1.0112362071897172,1.0105336532849167,DAIUSD,1,HOLD,0.0,0.0,0.0
2020-10-02 07:00:00,1.012196,1.015283,1.010013,1.011542,281337.40217,-0.0006540000000001545,1.0139994402563361,1.0103435,1.006687559743664,-0.001495473601189401,31.14754098360601,34.28176622071486,1.0116684177078392,1.0110345563048528,1.011426278465307,1.010622646863135,DAIUSD,1,HOLD,0.0,0.0,0.0
2020-10-02 09:00:00,1.01207,1.012526,1.00905,1.01,202321.95904,-0.0020700000000000163,1.014006925145263,1.01036685,1.006726774854737,-0.0015244053138673275,21.46221970981714,31.09101187111354,1.0113650689018672,1.0109359609325206,1.011985436321222,1.0106592944602164,DAIUSD,1,HOLD,0.0,1.0,0.0
2020-10-02 11:00:00,1.01,1.01491,1.00906,1.009753,385710.48075,-0.00024700000000010824,1.0139970466551758,1.0104092,1.0068213533448243,-0.0002445544554456891,19.9108096225104,24.173523438644523,1.0110719653609543,1.010823229503425,1.011937984122806,1.0106709195161483,DAIUSD,1,HOLD,0.0,2.0,0.0
2020-10-02 13:00:00,1.009475,1.01201,1.009373,1.011514,111420.48047,0.002039000000000124,1.0141025683740819,1.01051335,1.0069241316259183,0.0017439908571701412,30.971672633628515,24.114900655318692,1.0111523353187055,1.010889053348737,1.0119863090126586,1.0107056094424247,DAIUSD,1,HOLD,0.0,0.0,0.0
2020-10-02 15:00:00,1.011514,1.012015,1.010024,1.010242,93156.96043,-0.0012719999999999398,1.0140709843098878,1.0105974,1.0071238156901121,-0.0012575209043077518,22.98222473462761,24.62156899692218,1.01098681976682,1.010827398560149,1.0119904857431075,1.0107396304747354,DAIUSD,1,HOLD,0.0,0.0,0.0
2020-10-02 17:00:00,1.010242,1.012622,1.010034,1.011527,106865.93821,0.0012849999999999806,1.014138604562858,1.01072135,1.0073040954371422,0.0012719724580843028,25.0051240008198,26.31967378969198,1.0110850343737963,1.010894057260222,1.0121425095858527,1.0107913658170833,DAIUSD,1,HOLD,0.0,0.0,0.0
2020-10-02 19:00:00,1.011238,1.011874,1.010399,1.011703,37063.378,0.0004649999999999377,1.0142324794411193,1.01080095,1.0073694205588806,0.0001739943669323285,20.836997947815387,22.941448894420933,1.0111973917782802,1.0109711308007319,1.011701716773112,1.0108194612508965,DAIUSD,1,HOLD,1.0,0.0,0.0
2020-10-02 21:00:00,1.011702,1.012538,1.010007,1.012003,55988.68895,0.0003009999999998847,1.0143016295385412,1.0109584,1.0076151704614589,0.0002965297127714983,23.035766637349006,22.95929619532807,1.011343866019505,1.0110694402658873,1.0112223222063494,1.0108956086640777,DAIUSD,1,HOLD,2.0,0.0,0.0
2020-10-02 23:00:00,1.012003,1.012261,1.010259,1.011499,74893.77171,-0.00050400000000006,1.014217843115319,1.0111204,1.008022956884681,-0.0004980222390645883,19.341835238931676,21.071533274698695,1.0113720722007853,1.011110364353902,1.0111785074128559,1.0110112596205578,DAIUSD,1,HOLD,0.0,0.0,0.0
2020-10-03 01:00:00,1.011894,1.012304,1.01,1.010207,64827.39754,-0.001686999999999994,1.0140423387060293,1.01121925,1.0083961612939705,-0.0012773121871596516,8.59967295971509,16.99242494533193,1.0111602408730664,1.0110243037067537,1.0107361996244724,1.011200248353049,DAIUSD,1,HOLD,0.0,1.0,0.0
2020-10-03 03:00:00,1.010207,1.013563,1.009034,1.009811,254490.0923,-0.00039600000000006297,1.014060622720138,1.01117885,1.008297077279862,-0.0003919988675589181,5.768374164810855,11.236627454485879,1.0109149243331756,1.0109087194436595,1.010345911682842,1.0112377536233372,DAIUSD,1,HOLD,0.0,2.0,0.0
2020-10-03 05:00:00,1.009774,1.013362,1.00903,1.011313,123863.96506,0.001538999999999957,1.0138733375268656,1.01132935,1.0087853624731344,0.0014874070494379499,21.123242042929572,11.830429722485178,1.0109873017313715,1.0109472318587007,1.0105246914827886,1.0116458925996692,DAIUSD,1,HOLD,0.0,0.0,0.0
2020-10-03 07:00:00,1.011316,1.011654,1.009578,1.010601,54190.25099,-0.0007150000000000212,1.0138671483688761,1.0113431,1.0088190516311237,-0.0007040352492253543,25.01990762860341,17.30384127878128,1.0109170650495836,1.010914250031244,1.0107035169370069,1.0117542702992022,DAIUSD,1,HOLD,0.0,0.0,0.0
2020-10-03 09:00:00,1.011053,1.011866,1.009063,1.009262,278920.95937,-0.001790999999999876,1.013949627428028,1.0112716000000002,1.0085935725719724,-0.0013249541609398063,3.7102190948347324,16.61778958878924,1.01061614411971,1.010756861088111,1.010216480452179,1.0116245521030816,DAIUSD,1,HOLD,0.0,1.0,0.0
